1000000,29491
1000001,29491
1000002,29808
1000003,29808
1000004,29491
1000005,29491
1000006,29491
1000007,66364
1000008,66364
1000009,26369
1000010,31891
1000011,46875
1000012,46875
1000013,46875
1000014,46875
1000015,29808
1000016,29808
1000017,29808
1000018,29808
1000019,29808
1000020,31891
1000021,31891
1000022,31891
1000023,31891
1000024,66364
1000025,66364
1000026,66364
1000027,66364
1000028,46875
1000029,46875
1000030,46875
1000031,46875
1000032,46875
1000033,26369
1000034,29808
1000035,29808
1000036,29808
1000037,41674
1000038,42079
1000039,42079
1000040,66364
1000041,66364
1000042,46875
1000043,46875
1000044,46875
1000045,46875
1000046,26369
1000047,26369
1000048,26369
1000049,26369
1000050,41674
1000051,42079
1000052,42079
1000053,42079
1000054,66364
1000055,27401
1000056,27401
1000057,27401
1000058,27401
1000059,19552
1000060,19552
1000061,19552
1000062,26369
1000063,26369
1000064,41674
1000065,42079
1000066,42079
1000067,42079
1000068,42079
1000069,27401
1000070,27401
1000071,27401
1000072,27401
1000073,19552
1000074,26369
1000075,26369
1000076,26369
1000077,53134
1000078,53134
1000079,42079
1000080,42079
1000081,42079
1000082,42079
1000083,56308
1000084,56308
1000085,19552
1000086,19552
1000087,19552
1000088,29295
1000089,37577
1000090,22452
1000091,42079
1000092,30170
1000093,30170
1000094,56308
1000095,56308
1000096,56308
1000097,26604
1000098,26604
1000099,26604
1000100,26604
1000101,29295
1000102,29295
1000103,29295
1000104,37577
1000105,37577
1000106,37577
1000107,53134
1000108,53134
1000109,30170
1000110,30170
1000111,30170
1000112,30170
1000113,56308
1000114,26604
1000115,29295
1000116,29295
1000117,29295
1000118,29295
1000119,37577
1000120,37577
1000121,22452
1000122,22452
1000123,22452
1000124,20851
1000125,20851
1000126,30170
1000127,30170
1000128,30170
1000129,30170
1000130,30170
1000131,26604
1000132,26604
1000133,26604
1000134,25449
1000135,25449
1000136,29295
1000137,37577
1000138,37577
1000139,37577
1000140,37577
1000141,22452
1000142,22452
1000143,30170
1000144,35197
1000145,44954
1000146,26604
1000147,26604
1000148,25449
1000149,25449
1000150,37577
1000151,37577
1000152,37577
1000153,22452
1000154,22452
1000155,32667
1000156,13982
1000157,35197
1000158,44954
1000159,44954
1000160,25449
1000161,25449
1000162,22452
1000163,32667
1000164,32667
1000165,32667
1000166,35197
1000167,44954
1000168,44954
1000169,44954
1000170,24489
1000171,24489
1000172,25449
1000173,59922
1000174,59922
1000175,59922
1000176,32667
1000177,41217
1000178,41217
1000179,41217
1000180,41217
1000181,18534
1000182,18534
1000183,35197
1000184,44954
1000185,44954
1000186,44954
1000187,24489
1000188,24489
1000189,41217
1000190,41217
1000191,41217
1000192,27849
1000193,27849
1000194,35197
1000195,31288
1000196,25676
1000197,25676
1000198,25676
1000199,59922
1000200,59922
1000201,27849
1000202,27849
1000203,40000
1000204,31288
1000205,31288
1000206,20980
1000207,25676
1000208,23711
1000209,31000
1000210,31000
1000211,104750
1000212,104750
1000213,96866
1000214,96866
1000215,96866
1000216,41217
1000217,41597
1000218,41217
1000219,27849
1000220,27849
1000221,41504
1000222,40000
1000223,40000
1000224,31288
1000225,20980
1000226,20980
1000227,23711
1000228,23711
1000229,31000
1000230,31000
1000231,104750
1000232,104750
1000233,104750
1000234,104750
1000235,96866
1000236,96866
1000237,41597
1000238,41597
1000239,41597
1000240,41504
1000241,41504
1000242,41504
1000243,47159
1000244,47159
1000245,16162
1000246,16162
1000247,31288
1000248,31288
1000249,20146
1000250,23711
1000251,23711
1000252,83456
1000253,83456
1000254,83456
1000255,96866
1000256,25573
1000257,25573
1000258,41504
1000259,41504
1000260,31011
1000261,47159
1000262,47159
1000263,16162
1000264,16162
1000265,35483
1000266,20146
1000267,23711
1000268,22316
1000269,22316
1000270,83456
1000271,85250
1000272,85250
1000273,85250
1000274,96866
1000275,96866
1000276,25573
1000277,25573
1000278,25573
1000279,25573
1000280,31011
1000281,31011
1000282,31011
1000283,30294
1000284,30294
1000285,21181
1000286,16830
1000287,21181
1000288,57083
1000289,57083
1000290,57083
1000291,57083
1000292,57083
1000293,57083
1000294,99609
1000295,99609
1000296,50526
1000297,50526
1000298,29185
1000299,29185
1000300,31011
1000301,31011
1000302,31011
1000303,31011
1000304,30294
1000305,21181
1000306,57083
1000307,29375
1000308,29375
1000309,29375
1000310,29375
1000311,105950
1000312,50526
1000313,24053
1000314,29185
1000315,29185
1000316,21422
1000317,21422
1000318,27453
1000319,27453
1000320,28667
