1000000,41660
1000001,41660
1000002,41660
1000003,41660
1000004,41660
1000005,41660
1000006,41660
1000007,41660
1000008,41660
1000009,41660
1000010,41660
1000011,41660
1000012,41660
1000013,41660
1000014,41660
1000015,41660
1000016,41660
1000017,41660
1000018,41660
1000019,41660
1000020,41660
1000021,41660
1000022,41660
1000023,41660
1000024,41660
1000025,41660
1000026,41660
1000027,41660
1000028,41660
1000029,41660
1000030,41660
1000031,41660
1000032,41660
1000033,41660
1000034,41660
1000035,41660
1000036,41660
1000037,41660
1000038,41660
1000039,41660
1000040,41660
1000041,41660
1000042,41660
1000043,41660
1000044,41660
1000045,41660
1000046,41660
1000047,41660
1000048,41660
1000049,41660
1000050,41660
1000051,41660
1000052,41660
1000053,41660
1000054,41660
1000055,41660
1000056,41660
1000057,41660
1000058,41660
1000059,41660
1000060,41660
1000061,41660
1000062,41660
1000063,41660
1000064,41660
1000065,41660
1000066,41660
1000067,41660
1000068,41660
1000069,41660
1000070,41660
1000071,41660
1000072,41660
1000073,41660
1000074,41660
1000075,41660
1000076,41660
1000077,41660
1000078,41660
1000079,41660
1000080,41660
1000081,41660
1000082,41660
1000083,41660
1000084,41660
1000085,41660
1000086,41660
1000087,41660
1000088,41660
1000089,41660
1000090,41660
1000091,41660
1000092,41660
1000093,41660
1000094,41660
1000095,41660
1000096,41660
1000097,41660
1000098,41660
1000099,41660
1000100,41660
1000101,41660
1000102,41660
1000103,41660
1000104,41660
1000105,41660
1000106,41660
1000107,41660
1000108,41660
1000109,41660
1000110,88015
1000111,88015
1000112,88015
1000113,88015
1000114,88015
1000115,88015
1000116,88015
1000117,88015
1000118,88015
1000119,88015
1000120,88015
1000121,41660
1000122,41660
1000123,41660
1000124,41660
1000125,41660
1000126,41660
1000127,41660
1000128,41660
1000129,31432
1000130,88015
1000131,88015
1000132,88015
1000133,88015
1000134,88015
1000135,88015
1000136,88015
1000137,88015
1000138,88015
1000139,88015
1000140,88015
1000141,88015
1000142,41660
1000143,49457
1000144,49457
1000145,49457
1000146,41660
1000147,30822
1000148,30822
1000149,31432
1000150,31432
1000151,88015
1000152,88015
1000153,88015
1000154,88015
1000155,88015
1000156,88015
1000157,88015
1000158,88015
1000159,88015
1000160,88015
1000161,88015
1000162,49457
1000163,49457
1000164,49457
1000165,49457
1000166,49457
1000167,30822
1000168,30822
1000169,31432
1000170,31432
1000171,31432
1000172,88015
1000173,88015
1000174,88015
1000175,88015
1000176,88015
1000177,88015
1000178,88015
1000179,88015
1000180,88015
1000181,88015
1000182,88015
1000183,49457
1000184,49457
1000185,49457
1000186,49457
1000187,30822
1000188,30822
1000189,30822
1000190,31432
1000191,31432
1000192,31432
1000193,31432
1000194,31432
1000195,88015
1000196,88015
1000197,88015
1000198,88015
1000199,88015
1000200,88015
1000201,88015
1000202,88015
1000203,88015
1000204,88015
1000205,88015
1000206,49457
1000207,49457
1000208,49457
1000209,49457
1000210,30822
1000211,30822
1000212,30822
1000213,31432
