2000000,29491
2000001,29491
2000002,29491
2000003,29491
2000004,66364
2000005,29808
2000006,29808
2000007,29808
2000008,29808
2000009,29808
2000010,29808
2000011,29808
2000012,29808
2000013,29808
2000014,29808
2000015,29491
2000016,29491
2000017,29491
2000018,29491
2000019,29491
2000020,29491
2000021,66364
2000022,66364
2000023,66364
2000024,29808
2000025,29808
2000026,29808
2000027,29808
2000028,29808
2000029,29808
2000030,29808
2000031,29808
2000032,29808
2000033,29808
2000034,29491
2000035,29491
2000036,29491
2000037,29491
2000038,29491
2000039,29491
2000040,29491
2000041,29491
2000042,66364
2000043,66364
2000044,66364
2000045,66364
2000046,66364
2000047,46875
2000048,46875
2000049,29808
2000050,29808
2000051,26369
2000052,29808
2000053,29808
2000054,29808
2000055,29808
2000056,29808
2000057,29808
2000058,29808
2000059,29808
2000060,29808
2000061,31891
2000062,31891
2000063,31891
2000064,31891
2000065,31891
2000066,31891
2000067,31891
2000068,31891
2000069,66364
2000070,66364
2000071,66364
2000072,66364
2000073,66364
2000074,66364
2000075,46875
2000076,46875
2000077,46875
2000078,46875
2000079,26369
2000080,29808
2000081,29808
2000082,29808
2000083,29808
2000084,29491
2000085,31891
2000086,31891
2000087,31891
2000088,31891
2000089,66364
2000090,66364
2000091,66364
2000092,66364
2000093,66364
2000094,66364
2000095,66364
2000096,46875
2000097,46875
2000098,46875
2000099,46875
2000100,46875
2000101,46875
2000102,46875
2000103,26369
2000104,29808
2000105,29808
2000106,29808
2000107,29808
2000108,29808
2000109,29808
2000110,29808
2000111,29808
2000112,29808
2000113,31891
2000114,31891
2000115,31891
2000116,31891
2000117,31891
2000118,66364
2000119,66364
2000120,66364
2000121,66364
2000122,66364
2000123,46875
2000124,46875
2000125,46875
2000126,46875
2000127,46875
2000128,46875
2000129,46875
2000130,46875
2000131,46875
2000132,46875
2000133,46875
2000134,46875
2000135,46875
2000136,46875
2000137,46875
2000138,26369
2000139,26369
2000140,26369
2000141,29808
2000142,29808
2000143,29808
2000144,29808
2000145,29808
2000146,29808
2000147,29808
2000148,29808
2000149,29808
2000150,29808
2000151,31891
2000152,31891
2000153,31891
2000154,31891
2000155,31891
2000156,66364
2000157,66364
2000158,66364
2000159,66364
2000160,66364
2000161,66364
2000162,66364
2000163,66364
2000164,66364
2000165,46875
2000166,46875
2000167,46875
2000168,46875
2000169,46875
2000170,46875
2000171,46875
2000172,46875
2000173,46875
2000174,26369
2000175,26369
2000176,29808
2000177,29808
2000178,29808
2000179,26369
2000180,29808
2000181,29808
2000182,31891
2000183,31891
2000184,31891
2000185,31891
2000186,31891
2000187,31891
2000188,31891
2000189,31891
2000190,31891
2000191,66364
2000192,66364
2000193,66364
2000194,66364
2000195,66364
2000196,66364
2000197,66364
2000198,46875
2000199,46875
2000200,46875
2000201,46875
2000202,46875
2000203,46875
2000204,46875
2000205,46875
2000206,46875
2000207,46875
2000208,46875
2000209,46875
2000210,46875
2000211,46875
2000212,46875
2000213,46875
2000214,26369
2000215,26369
2000216,26369
2000217,29808
2000218,29808
2000219,29808
2000220,29808
2000221,29808
2000222,31891
2000223,31891
2000224,31891
2000225,31891
2000226,66364
2000227,66364
2000228,66364
2000229,66364
2000230,66364
2000231,66364
2000232,66364
2000233,66364
2000234,66364
2000235,66364
2000236,66364
2000237,46875
2000238,46875
2000239,46875
2000240,46875
2000241,46875
2000242,46875
2000243,46875
2000244,46875
2000245,46875
2000246,46875
2000247,46875
2000248,46875
2000249,26369
2000250,26369
2000251,29808
2000252,26369
2000253,26369
2000254,26369
2000255,29808
2000256,29808
2000257,41674
2000258,31891
2000259,31891
2000260,31891
2000261,31891
