2000000,63906.00
2000001,57880.00
2000002,57880.00
2000003,57880.00
2000004,64364.00
2000005,64364.00
2000006,64364.00
2000007,64364.00
2000008,72545.00
2000009,70375.00
2000010,91806.00
2000011,91806.00
2000012,91806.00
2000013,91806.00
2000014,88438.00
2000015,88438.00
2000016,91313.00
2000017,91313.00
2000018,91313.00
2000019,91313.00
2000020,91313.00
2000021,88550.00
2000022,92619.00
2000023,63906.00
2000024,57880.00
2000025,64364.00
2000026,64364.00
2000027,64364.00
2000028,64364.00
2000029,70375.00
2000030,91806.00
2000031,91806.00
2000032,91806.00
2000033,88438.00
2000034,88438.00
2000035,88438.00
2000036,91313.00
2000037,91313.00
2000038,91313.00
2000039,91313.00
2000040,88550.00
2000041,88550.00
2000042,88550.00
2000043,88550.00
2000044,79167.00
2000045,79167.00
2000046,79167.00
2000047,92619.00
2000048,92619.00
2000049,92619.00
2000050,92619.00
2000051,92619.00
2000052,92619.00
2000053,92619.00
2000054,92619.00
2000055,92619.00
2000056,92619.00
2000057,92619.00
2000058,63906.00
2000059,57880.00
2000060,57880.00
2000061,57880.00
2000062,64364.00
2000063,64364.00
2000064,64364.00
2000065,70375.00
2000066,70375.00
2000067,91806.00
2000068,91806.00
2000069,91806.00
2000070,91806.00
2000071,88438.00
2000072,88438.00
2000073,91313.00
2000074,91313.00
2000075,92619.00
2000076,92619.00
2000077,92619.00
2000078,92619.00
2000079,34911.00
2000080,70375.00
2000081,120855.00
2000082,120855.00
2000083,120855.00
2000084,120855.00
2000085,140000.00
2000086,140000.00
2000087,91313.00
2000088,91313.00
2000089,91313.00
2000090,91313.00
2000091,91313.00
2000092,88550.00
2000093,88550.00
2000094,88550.00
2000095,88550.00
2000096,79167.00
2000097,92619.00
2000098,92619.00
2000099,92619.00
2000100,92619.00
2000101,92619.00
2000102,92619.00
2000103,70375.00
2000104,120855.00
2000105,120855.00
2000106,120855.00
2000107,120855.00
2000108,140000.00
2000109,140000.00
2000110,91313.00
2000111,88550.00
2000112,88550.00
2000113,88550.00
2000114,79167.00
2000115,92619.00
2000116,92619.00
2000117,92619.00
2000118,92619.00
2000119,92619.00
2000120,92619.00
2000121,92619.00
2000122,92619.00
2000123,55100.00
2000124,55100.00
2000125,55100.00
2000126,55100.00
2000127,55100.00
2000128,55100.00
2000129,55100.00
2000130,55100.00
2000131,63906.00
2000132,63906.00
2000133,81845.00
2000134,70375.00
2000135,120855.00
2000136,120855.00
2000137,120855.00
2000138,120855.00
2000139,140000.00
2000140,140000.00
2000141,91313.00
2000142,91313.00
2000143,91313.00
2000144,88550.00
2000145,88550.00
2000146,79167.00
2000147,92619.00
2000148,92619.00
2000149,92619.00
2000150,55100.00
2000151,55100.00
2000152,55100.00
